system,T,seed,task,variant,has_tag,ctx_tokens,success,hit1,rr,latency_ms,cost_usd
MCP,300,4,task_007::clean,clean,1,21075,1.0,1.0,1.0,1.5822999994270504,0.15806250000000002
SYNAPSE,300,4,task_007::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,1.065999997081235,0.005092500000000001
MCP,300,4,task_007::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.25,1.555399998323992,0.15806250000000002
SYNAPSE,300,4,task_007::perturbed_1,perturbed_1,1,954,1.0,1.0,1.0,1.0457999887876213,0.007155000000000001
MCP,300,4,task_007::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.644099989789538,0.15806250000000002
SYNAPSE,300,4,task_008::clean,clean,1,973,1.0,1.0,1.0,1.2162000057287514,0.0072975
MCP,300,4,task_008::clean,clean,1,21075,1.0,1.0,1.0,1.6518000047653913,0.15806250000000002
SYNAPSE,300,4,task_008::perturbed_0,perturbed_0,0,974,1.0,0.0,0.16666666666666666,1.2684999965131283,0.007305000000000001
MCP,300,4,task_008::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.125,1.6273999935947359,0.15806250000000002
SYNAPSE,300,4,task_008::perturbed_1,perturbed_1,1,979,1.0,1.0,1.0,1.2978000013390556,0.007342500000000001
MCP,300,4,task_008::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.6959000058704987,0.15806250000000002
SYNAPSE,300,4,task_009::clean,clean,1,965,1.0,1.0,1.0,1.2573999993037432,0.007237500000000001
MCP,300,4,task_009::clean,clean,1,21075,1.0,1.0,1.0,1.6684000001987442,0.15806250000000002
SYNAPSE,300,4,task_009::perturbed_0,perturbed_0,0,969,1.0,1.0,1.0,1.1418999929446727,0.0072675000000000005
MCP,300,4,task_009::perturbed_0,perturbed_0,0,21075,1.0,1.0,1.0,2.0776000019395724,0.15806250000000002
SYNAPSE,300,4,task_009::perturbed_1,perturbed_1,1,679,0.0,0.0,0.0,1.4420999941648915,0.005092500000000001
MCP,300,4,task_009::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,1.8940999871119857,0.15806250000000002
SYNAPSE,300,4,task_010::clean,clean,1,983,1.0,1.0,1.0,2.047600006335415,0.007372500000000001
MCP,300,4,task_010::clean,clean,1,21075,1.0,1.0,1.0,1.8878000119002536,0.15806250000000002
SYNAPSE,300,4,task_010::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,1.2953999976161867,0.005092500000000001
MCP,300,4,task_010::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.3333333333333333,1.579700008733198,0.15806250000000002
SYNAPSE,300,4,task_010::perturbed_1,perturbed_1,1,983,1.0,1.0,1.0,1.079499998013489,0.007372500000000001
MCP,300,4,task_010::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,1.6696999955456704,0.15806250000000002
SYNAPSE,300,4,task_011::clean,clean,1,983,1.0,1.0,1.0,2.0809999987250194,0.007372500000000001
MCP,300,4,task_011::clean,clean,1,21075,1.0,1.0,1.0,2.4080000002868474,0.15806250000000002
SYNAPSE,300,4,task_011::perturbed_0,perturbed_0,0,987,1.0,0.0,0.5,1.9457000016700476,0.0074025
MCP,300,4,task_011::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.3333333333333333,2.294999998412095,0.15806250000000002
SYNAPSE,300,4,task_011::perturbed_1,perturbed_1,1,986,1.0,0.0,0.5,1.5459999995073304,0.0073950000000000005
MCP,300,4,task_011::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,2.244200004497543,0.15806250000000002
SYNAPSE,300,4,task_012::clean,clean,1,980,1.0,1.0,1.0,1.6447999951196834,0.007350000000000001
MCP,300,4,task_012::clean,clean,1,21075,1.0,1.0,1.0,2.468100006808527,0.15806250000000002
SYNAPSE,300,4,task_012::perturbed_0,perturbed_0,0,976,1.0,1.0,1.0,1.5787000011187047,0.007320000000000001
MCP,300,4,task_012::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.2,2.4788000009721145,0.15806250000000002
SYNAPSE,300,4,task_012::perturbed_1,perturbed_1,1,980,1.0,1.0,1.0,1.701200002571568,0.007350000000000001
MCP,300,4,task_012::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,2.4357999936910346,0.15806250000000002
SYNAPSE,300,4,task_013::clean,clean,1,985,1.0,1.0,1.0,1.7604000022402033,0.007387500000000001
MCP,300,4,task_013::clean,clean,1,21075,1.0,1.0,1.0,2.3896000056993216,0.15806250000000002
SYNAPSE,300,4,task_013::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,1.5981000033207238,0.005092500000000001
MCP,300,4,task_013::perturbed_0,perturbed_0,0,21075,0.0,0.0,0.0,1.91199999244418,0.15806250000000002
SYNAPSE,300,4,task_013::perturbed_1,perturbed_1,1,977,1.0,1.0,1.0,1.6673999925842509,0.007327500000000001
MCP,300,4,task_013::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.25,1.7147000035038218,0.15806250000000002
SYNAPSE,300,4,task_014::clean,clean,1,994,1.0,1.0,1.0,1.1989999911747873,0.007455000000000001
MCP,300,4,task_014::clean,clean,1,21075,1.0,1.0,1.0,1.8832999921869487,0.15806250000000002
SYNAPSE,300,4,task_014::perturbed_0,perturbed_0,1,998,1.0,1.0,1.0,1.1743999930331483,0.007485
MCP,300,4,task_014::perturbed_0,perturbed_0,1,21075,1.0,0.0,0.5,1.8161000043619424,0.15806250000000002
SYNAPSE,300,4,task_014::perturbed_1,perturbed_1,1,995,1.0,1.0,1.0,1.5518000000156462,0.0074625
MCP,300,4,task_014::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,1.7159000126412138,0.15806250000000002
SYNAPSE,300,4,task_015::clean,clean,1,993,1.0,1.0,1.0,1.1709000100381672,0.007447500000000001
MCP,300,4,task_015::clean,clean,1,21075,1.0,1.0,1.0,2.1403999999165535,0.15806250000000002
SYNAPSE,300,4,task_015::perturbed_0,perturbed_0,1,993,1.0,1.0,1.0,1.386200005072169,0.007447500000000001
MCP,300,4,task_015::perturbed_0,perturbed_0,1,21075,1.0,1.0,1.0,2.214000007370487,0.15806250000000002
SYNAPSE,300,4,task_015::perturbed_1,perturbed_1,1,993,1.0,1.0,1.0,1.8284999969182536,0.007447500000000001
MCP,300,4,task_015::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,2.18239999958314,0.15806250000000002
SYNAPSE,300,4,task_016::clean,clean,1,987,1.0,1.0,1.0,2.3816000029910356,0.0074025
MCP,300,4,task_016::clean,clean,1,21075,1.0,1.0,1.0,2.096600001095794,0.15806250000000002
SYNAPSE,300,4,task_016::perturbed_0,perturbed_0,0,990,1.0,0.0,0.5,1.2903000024380162,0.007425
MCP,300,4,task_016::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.5,2.1712000016123056,0.15806250000000002
SYNAPSE,300,4,task_016::perturbed_1,perturbed_1,1,987,1.0,1.0,1.0,1.545899998745881,0.0074025
MCP,300,4,task_016::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,2.195599998231046,0.15806250000000002
SYNAPSE,300,4,task_017::clean,clean,1,987,1.0,1.0,1.0,2.2040000039851293,0.0074025
MCP,300,4,task_017::clean,clean,1,21075,1.0,1.0,1.0,2.1302999957697466,0.15806250000000002
SYNAPSE,300,4,task_017::perturbed_0,perturbed_0,0,984,1.0,1.0,1.0,1.4697000005980954,0.00738
MCP,300,4,task_017::perturbed_0,perturbed_0,0,21075,1.0,1.0,1.0,2.2084000083850697,0.15806250000000002
SYNAPSE,300,4,task_017::perturbed_1,perturbed_1,1,989,1.0,1.0,1.0,2.1612999989883974,0.0074175000000000005
MCP,300,4,task_017::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,2.1810999896842986,0.15806250000000002
SYNAPSE,300,4,task_018::clean,clean,1,954,1.0,1.0,1.0,1.6725000023143366,0.007155000000000001
MCP,300,4,task_018::clean,clean,1,21075,1.0,1.0,1.0,2.2523000079672784,0.15806250000000002
SYNAPSE,300,4,task_018::perturbed_0,perturbed_0,1,956,1.0,1.0,1.0,1.684300004853867,0.00717
MCP,300,4,task_018::perturbed_0,perturbed_0,1,21075,1.0,0.0,0.5,1.975900013349019,0.15806250000000002
SYNAPSE,300,4,task_018::perturbed_1,perturbed_1,1,954,1.0,1.0,1.0,1.1652000102913007,0.007155000000000001
MCP,300,4,task_018::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.6349000070476905,0.15806250000000002
SYNAPSE,300,4,task_019::clean,clean,1,963,1.0,1.0,1.0,1.1662000033538789,0.007222500000000001
MCP,300,4,task_019::clean,clean,1,21075,1.0,1.0,1.0,1.860000003944151,0.15806250000000002
SYNAPSE,300,4,task_019::perturbed_0,perturbed_0,1,961,1.0,1.0,1.0,1.2359999964246526,0.0072075
MCP,300,4,task_019::perturbed_0,perturbed_0,1,21075,1.0,1.0,1.0,1.7066000000340864,0.15806250000000002
SYNAPSE,300,4,task_019::perturbed_1,perturbed_1,1,966,1.0,1.0,1.0,1.1176999978488311,0.007245000000000001
MCP,300,4,task_019::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.6734000091673806,0.15806250000000002
SYNAPSE,300,4,task_020::clean,clean,1,996,1.0,1.0,1.0,1.2820999982068315,0.007470000000000001
MCP,300,4,task_020::clean,clean,1,21075,1.0,1.0,1.0,1.9281999993836507,0.15806250000000002
SYNAPSE,300,4,task_020::perturbed_0,perturbed_0,0,996,1.0,1.0,1.0,1.5368000022135675,0.007470000000000001
MCP,300,4,task_020::perturbed_0,perturbed_0,0,21075,1.0,1.0,1.0,1.7251999961445108,0.15806250000000002
SYNAPSE,300,4,task_020::perturbed_1,perturbed_1,0,996,1.0,1.0,1.0,1.2146000080974773,0.007470000000000001
MCP,300,4,task_020::perturbed_1,perturbed_1,0,21075,1.0,1.0,1.0,1.8189999973401427,0.15806250000000002
SYNAPSE,300,4,task_021::clean,clean,1,985,1.0,1.0,1.0,1.3368999934755266,0.007387500000000001
MCP,300,4,task_021::clean,clean,1,21075,1.0,1.0,1.0,1.79569999454543,0.15806250000000002
SYNAPSE,300,4,task_021::perturbed_0,perturbed_0,1,985,1.0,1.0,1.0,1.0273000079905614,0.007387500000000001
MCP,300,4,task_021::perturbed_0,perturbed_0,1,21075,1.0,1.0,1.0,2.05939999432303,0.15806250000000002
SYNAPSE,300,4,task_021::perturbed_1,perturbed_1,1,985,1.0,1.0,1.0,1.2910000077681616,0.007387500000000001
MCP,300,4,task_021::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,2.0246999920345843,0.15806250000000002
SYNAPSE,300,4,task_022::clean,clean,1,965,1.0,1.0,1.0,1.2891000078525394,0.007237500000000001
MCP,300,4,task_022::clean,clean,1,21075,1.0,1.0,1.0,2.0333000138634816,0.15806250000000002
SYNAPSE,300,4,task_022::perturbed_0,perturbed_0,0,961,1.0,1.0,1.0,1.2559000024339184,0.0072075
MCP,300,4,task_022::perturbed_0,perturbed_0,0,21075,1.0,1.0,1.0,1.8392999918432906,0.15806250000000002
SYNAPSE,300,4,task_022::perturbed_1,perturbed_1,1,966,1.0,1.0,1.0,1.5006000030552968,0.007245000000000001
MCP,300,4,task_022::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.9346000044606626,0.15806250000000002
SYNAPSE,300,4,task_023::clean,clean,1,957,1.0,1.0,1.0,1.2457999982871115,0.007177500000000001
MCP,300,4,task_023::clean,clean,1,21075,1.0,0.0,0.5,1.864299993030727,0.15806250000000002
SYNAPSE,300,4,task_023::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,1.3585999986389652,0.005092500000000001
MCP,300,4,task_023::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.3333333333333333,2.598999999463558,0.15806250000000002
SYNAPSE,300,4,task_023::perturbed_1,perturbed_1,1,961,1.0,1.0,1.0,2.0786999957636,0.0072075
MCP,300,4,task_023::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.16666666666666666,2.363299994613044,0.15806250000000002
SYNAPSE,300,4,task_024::clean,clean,1,954,1.0,1.0,1.0,1.2374000070849434,0.007155000000000001
MCP,300,4,task_024::clean,clean,1,21075,1.0,1.0,1.0,1.704000009340234,0.15806250000000002
SYNAPSE,300,4,task_024::perturbed_0,perturbed_0,0,958,1.0,1.0,1.0,1.201000006403774,0.007185
MCP,300,4,task_024::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.5,1.812600006815046,0.15806250000000002
SYNAPSE,300,4,task_024::perturbed_1,perturbed_1,1,960,1.0,1.0,1.0,1.3457000022754073,0.007200000000000001
MCP,300,4,task_024::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.452399999834597,0.15806250000000002
SYNAPSE,300,4,task_025::clean,clean,1,993,1.0,1.0,1.0,1.0550000006332994,0.007447500000000001
MCP,300,4,task_025::clean,clean,1,21075,1.0,1.0,1.0,1.602499993168749,0.15806250000000002
SYNAPSE,300,4,task_025::perturbed_0,perturbed_0,0,990,1.0,1.0,1.0,1.1744999937945977,0.007425
MCP,300,4,task_025::perturbed_0,perturbed_0,0,21075,1.0,1.0,1.0,1.701800007140264,0.15806250000000002
SYNAPSE,300,4,task_025::perturbed_1,perturbed_1,1,993,1.0,1.0,1.0,1.1918999953195453,0.007447500000000001
MCP,300,4,task_025::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.5,1.6980000073090196,0.15806250000000002
SYNAPSE,300,4,task_026::clean,clean,1,1005,1.0,1.0,1.0,1.304399993387051,0.007537500000000001
MCP,300,4,task_026::clean,clean,1,21075,1.0,1.0,1.0,1.8631999992066994,0.15806250000000002
SYNAPSE,300,4,task_026::perturbed_0,perturbed_0,1,1005,1.0,1.0,1.0,1.4168999914545566,0.007537500000000001
MCP,300,4,task_026::perturbed_0,perturbed_0,1,21075,1.0,1.0,1.0,2.4972999963210896,0.15806250000000002
SYNAPSE,300,4,task_026::perturbed_1,perturbed_1,1,1006,1.0,1.0,1.0,1.701200002571568,0.0075450000000000005
MCP,300,4,task_026::perturbed_1,perturbed_1,1,21075,1.0,1.0,1.0,1.85570000030566,0.15806250000000002
SYNAPSE,300,4,task_027::clean,clean,1,967,1.0,1.0,1.0,1.2762999976985157,0.0072525
MCP,300,4,task_027::clean,clean,1,21075,1.0,1.0,1.0,1.8378999957349151,0.15806250000000002
SYNAPSE,300,4,task_027::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,1.2189999979455024,0.005092500000000001
MCP,300,4,task_027::perturbed_0,perturbed_0,0,21075,1.0,0.0,0.125,1.7450999876018614,0.15806250000000002
SYNAPSE,300,4,task_027::perturbed_1,perturbed_1,1,679,0.0,0.0,0.0,1.2600999907590449,0.005092500000000001
MCP,300,4,task_027::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.3333333333333333,1.7574000085005537,0.15806250000000002
SYNAPSE,300,4,task_028::clean,clean,1,967,1.0,1.0,1.0,1.2570999970193952,0.0072525
MCP,300,4,task_028::clean,clean,1,21075,1.0,1.0,1.0,1.701500004855916,0.15806250000000002
SYNAPSE,300,4,task_028::perturbed_0,perturbed_0,1,679,0.0,0.0,0.0,1.266599996597506,0.005092500000000001
MCP,300,4,task_028::perturbed_0,perturbed_0,1,21075,1.0,0.0,0.14285714285714285,3.635000000940636,0.15806250000000002
SYNAPSE,300,4,task_028::perturbed_1,perturbed_1,0,679,0.0,0.0,0.0,1.5188999968813732,0.005092500000000001
MCP,300,4,task_028::perturbed_1,perturbed_1,0,21075,1.0,0.0,0.16666666666666666,2.1610999974654987,0.15806250000000002
SYNAPSE,300,4,task_029::clean,clean,1,970,1.0,1.0,1.0,1.2993999989703298,0.007275
MCP,300,4,task_029::clean,clean,1,21075,1.0,1.0,1.0,1.7066000000340864,0.15806250000000002
SYNAPSE,300,4,task_029::perturbed_0,perturbed_0,1,970,1.0,1.0,1.0,1.1508000025060028,0.007275
MCP,300,4,task_029::perturbed_0,perturbed_0,1,21075,1.0,1.0,1.0,1.6465000080643222,0.15806250000000002
SYNAPSE,300,4,task_029::perturbed_1,perturbed_1,1,964,1.0,1.0,1.0,1.1405999975977466,0.00723
MCP,300,4,task_029::perturbed_1,perturbed_1,1,21075,1.0,0.0,0.16666666666666666,1.7265999922528863,0.15806250000000002
SYNAPSE,300,5,task_000::clean,clean,1,999,1.0,1.0,1.0,1.553500012960285,0.007492500000000001
MCP,300,5,task_000::clean,clean,1,21122,1.0,1.0,1.0,1.6456000012112781,0.158415
SYNAPSE,300,5,task_000::perturbed_0,perturbed_0,1,1004,1.0,1.0,1.0,1.2449999921955168,0.00753
MCP,300,5,task_000::perturbed_0,perturbed_0,1,21122,1.0,0.0,0.5,1.6169000009540468,0.158415
SYNAPSE,300,5,task_000::perturbed_1,perturbed_1,1,1004,1.0,1.0,1.0,1.3252000062493607,0.00753
MCP,300,5,task_000::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,1.768600006471388,0.158415
SYNAPSE,300,5,task_001::clean,clean,1,991,1.0,1.0,1.0,1.163199995062314,0.007432500000000001
MCP,300,5,task_001::clean,clean,1,21122,1.0,1.0,1.0,1.6598000074736774,0.158415
SYNAPSE,300,5,task_001::perturbed_0,perturbed_0,1,995,1.0,0.0,0.5,1.0919000051217154,0.0074625
MCP,300,5,task_001::perturbed_0,perturbed_0,1,21122,1.0,0.0,0.5,1.7124000005424023,0.158415
SYNAPSE,300,5,task_001::perturbed_1,perturbed_1,1,991,1.0,1.0,1.0,1.3233000063337386,0.007432500000000001
MCP,300,5,task_001::perturbed_1,perturbed_1,1,21122,1.0,1.0,1.0,1.7337000026600435,0.158415
SYNAPSE,300,5,task_002::clean,clean,1,980,1.0,1.0,1.0,1.036799993016757,0.007350000000000001
MCP,300,5,task_002::clean,clean,1,21122,1.0,1.0,1.0,1.7911000031745061,0.158415
SYNAPSE,300,5,task_002::perturbed_0,perturbed_0,0,972,1.0,1.0,1.0,1.3026999949943274,0.0072900000000000005
MCP,300,5,task_002::perturbed_0,perturbed_0,0,21122,1.0,1.0,1.0,1.6637999942759052,0.158415
SYNAPSE,300,5,task_002::perturbed_1,perturbed_1,0,976,1.0,1.0,1.0,1.0547999991104007,0.007320000000000001
MCP,300,5,task_002::perturbed_1,perturbed_1,0,21122,1.0,1.0,1.0,1.5411999920615926,0.158415
SYNAPSE,300,5,task_003::clean,clean,1,960,1.0,1.0,1.0,1.5703999961260706,0.007200000000000001
MCP,300,5,task_003::clean,clean,1,21122,1.0,1.0,1.0,1.6654999926686287,0.158415
SYNAPSE,300,5,task_003::perturbed_0,perturbed_0,1,960,1.0,1.0,1.0,1.0318000131519511,0.007200000000000001
MCP,300,5,task_003::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,1.3328000059118494,0.158415
SYNAPSE,300,5,task_003::perturbed_1,perturbed_1,1,958,1.0,1.0,1.0,0.9177000029012561,0.007185
MCP,300,5,task_003::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,2.6437000051373616,0.158415
SYNAPSE,300,5,task_004::clean,clean,1,963,1.0,1.0,1.0,1.3615000061690807,0.007222500000000001
MCP,300,5,task_004::clean,clean,1,21122,1.0,1.0,1.0,2.673399998457171,0.158415
SYNAPSE,300,5,task_004::perturbed_0,perturbed_0,0,959,1.0,1.0,1.0,1.527700005681254,0.007192500000000001
MCP,300,5,task_004::perturbed_0,perturbed_0,0,21122,1.0,0.0,0.5,1.7164000018965453,0.158415
SYNAPSE,300,5,task_004::perturbed_1,perturbed_1,1,963,1.0,1.0,1.0,1.382200003718026,0.007222500000000001
MCP,300,5,task_004::perturbed_1,perturbed_1,1,21122,1.0,1.0,1.0,2.1109000081196427,0.158415
SYNAPSE,300,5,task_005::clean,clean,1,982,1.0,1.0,1.0,1.5561000036541373,0.007365000000000001
MCP,300,5,task_005::clean,clean,1,21122,1.0,1.0,1.0,2.05650000134483,0.158415
SYNAPSE,300,5,task_005::perturbed_0,perturbed_0,1,982,1.0,1.0,1.0,1.8811000045388937,0.007365000000000001
MCP,300,5,task_005::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,2.2415999992517754,0.158415
SYNAPSE,300,5,task_005::perturbed_1,perturbed_1,1,983,1.0,1.0,1.0,2.0589000050676987,0.007372500000000001
MCP,300,5,task_005::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,2.1587999945040792,0.158415
SYNAPSE,300,5,task_006::clean,clean,1,991,1.0,1.0,1.0,1.3005999935558066,0.007432500000000001
MCP,300,5,task_006::clean,clean,1,21122,1.0,1.0,1.0,2.095899995765649,0.158415
SYNAPSE,300,5,task_006::perturbed_0,perturbed_0,1,996,1.0,0.0,0.5,1.4534000074490905,0.007470000000000001
MCP,300,5,task_006::perturbed_0,perturbed_0,1,21122,1.0,0.0,0.5,2.196200002799742,0.158415
SYNAPSE,300,5,task_006::perturbed_1,perturbed_1,1,997,1.0,0.0,0.5,1.3094000023556873,0.007477500000000001
MCP,300,5,task_006::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,2.1161000040592626,0.158415
SYNAPSE,300,5,task_007::clean,clean,1,958,1.0,1.0,1.0,1.2584999931277707,0.007185
MCP,300,5,task_007::clean,clean,1,21122,1.0,1.0,1.0,2.469099999871105,0.158415
SYNAPSE,300,5,task_007::perturbed_0,perturbed_0,0,957,1.0,1.0,1.0,1.2534999987110496,0.007177500000000001
MCP,300,5,task_007::perturbed_0,perturbed_0,0,21122,1.0,1.0,1.0,1.7746999947121367,0.158415
SYNAPSE,300,5,task_007::perturbed_1,perturbed_1,1,679,0.0,0.0,0.0,1.6093000012915581,0.005092500000000001
MCP,300,5,task_007::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.16666666666666666,2.1966999920550734,0.158415
SYNAPSE,300,5,task_008::clean,clean,1,973,1.0,1.0,1.0,1.6536999901290983,0.0072975
MCP,300,5,task_008::clean,clean,1,21122,1.0,1.0,1.0,2.2145000111777335,0.158415
SYNAPSE,300,5,task_008::perturbed_0,perturbed_0,0,973,1.0,1.0,1.0,1.5767000004416332,0.0072975
MCP,300,5,task_008::perturbed_0,perturbed_0,0,21122,1.0,0.0,0.25,2.3204000026453286,0.158415
SYNAPSE,300,5,task_008::perturbed_1,perturbed_1,1,973,1.0,1.0,1.0,1.7288999952143058,0.0072975
MCP,300,5,task_008::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,2.1936999983154237,0.158415
SYNAPSE,300,5,task_009::clean,clean,1,968,1.0,1.0,1.0,1.8848000036086887,0.007260000000000001
MCP,300,5,task_009::clean,clean,1,21122,1.0,1.0,1.0,2.2887000086484477,0.158415
SYNAPSE,300,5,task_009::perturbed_0,perturbed_0,1,967,1.0,1.0,1.0,2.0746000081999227,0.0072525
MCP,300,5,task_009::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,2.474399996572174,0.158415
SYNAPSE,300,5,task_009::perturbed_1,perturbed_1,0,976,1.0,1.0,1.0,1.6321000002790242,0.007320000000000001
MCP,300,5,task_009::perturbed_1,perturbed_1,0,21122,1.0,0.0,0.25,2.682000005734153,0.158415
SYNAPSE,300,5,task_010::clean,clean,1,985,1.0,1.0,1.0,1.7144000012194738,0.007387500000000001
MCP,300,5,task_010::clean,clean,1,21122,1.0,1.0,1.0,2.3482999968109652,0.158415
SYNAPSE,300,5,task_010::perturbed_0,perturbed_0,1,987,1.0,1.0,1.0,1.6048999968916178,0.0074025
MCP,300,5,task_010::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,2.366000000620261,0.158415
SYNAPSE,300,5,task_010::perturbed_1,perturbed_1,1,985,1.0,1.0,1.0,1.7265000060433522,0.007387500000000001
MCP,300,5,task_010::perturbed_1,perturbed_1,1,21122,1.0,1.0,1.0,2.4732000019866973,0.158415
SYNAPSE,300,5,task_011::clean,clean,1,983,1.0,1.0,1.0,1.639399997657165,0.007372500000000001
MCP,300,5,task_011::clean,clean,1,21122,1.0,1.0,1.0,2.1887000038987026,0.158415
SYNAPSE,300,5,task_011::perturbed_0,perturbed_0,0,986,1.0,0.0,0.5,1.3621999969473109,0.0073950000000000005
MCP,300,5,task_011::perturbed_0,perturbed_0,0,21122,1.0,0.0,0.25,2.2104999952716753,0.158415
SYNAPSE,300,5,task_011::perturbed_1,perturbed_1,0,983,1.0,1.0,1.0,1.554200003738515,0.007372500000000001
MCP,300,5,task_011::perturbed_1,perturbed_1,0,21122,1.0,1.0,1.0,2.2040000039851293,0.158415
SYNAPSE,300,5,task_012::clean,clean,1,981,1.0,1.0,1.0,1.596300004166551,0.0073575
MCP,300,5,task_012::clean,clean,1,21122,1.0,1.0,1.0,2.0314000139478594,0.158415
SYNAPSE,300,5,task_012::perturbed_0,perturbed_0,1,981,1.0,1.0,1.0,1.3820000021951273,0.0073575
MCP,300,5,task_012::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,2.0549000037135556,0.158415
SYNAPSE,300,5,task_012::perturbed_1,perturbed_1,0,981,1.0,1.0,1.0,1.2782999983755872,0.0073575
MCP,300,5,task_012::perturbed_1,perturbed_1,0,21122,1.0,0.0,0.14285714285714285,2.9850999999325722,0.158415
SYNAPSE,300,5,task_013::clean,clean,1,975,1.0,1.0,1.0,1.8045000033453107,0.0073125
MCP,300,5,task_013::clean,clean,1,21122,1.0,1.0,1.0,3.340099996421486,0.158415
SYNAPSE,300,5,task_013::perturbed_0,perturbed_0,1,975,1.0,1.0,1.0,1.2970999960089102,0.0073125
MCP,300,5,task_013::perturbed_0,perturbed_0,1,21122,1.0,1.0,1.0,1.9437000009929761,0.158415
SYNAPSE,300,5,task_013::perturbed_1,perturbed_1,1,973,1.0,1.0,1.0,1.5140000032261014,0.0072975
MCP,300,5,task_013::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,1.6810000088298693,0.158415
SYNAPSE,300,5,task_014::clean,clean,1,984,1.0,1.0,1.0,1.0558999929344282,0.00738
MCP,300,5,task_014::clean,clean,1,21122,1.0,1.0,1.0,1.6848999948706478,0.158415
SYNAPSE,300,5,task_014::perturbed_0,perturbed_0,0,984,1.0,1.0,1.0,1.06229999801144,0.00738
MCP,300,5,task_014::perturbed_0,perturbed_0,0,21122,1.0,1.0,1.0,1.5984000056050718,0.158415
SYNAPSE,300,5,task_014::perturbed_1,perturbed_1,1,984,1.0,1.0,1.0,1.0412000119686127,0.00738
MCP,300,5,task_014::perturbed_1,perturbed_1,1,21122,1.0,1.0,1.0,1.6724000015528873,0.158415
SYNAPSE,300,5,task_015::clean,clean,1,983,1.0,1.0,1.0,1.1488999880384654,0.007372500000000001
MCP,300,5,task_015::clean,clean,1,21122,1.0,1.0,1.0,1.6324000025633723,0.158415
SYNAPSE,300,5,task_015::perturbed_0,perturbed_0,0,978,1.0,1.0,1.0,1.0349999938625842,0.007335
MCP,300,5,task_015::perturbed_0,perturbed_0,0,21122,1.0,1.0,1.0,1.5914999967208132,0.158415
SYNAPSE,300,5,task_015::perturbed_1,perturbed_1,1,984,1.0,1.0,1.0,1.153099990915507,0.00738
MCP,300,5,task_015::perturbed_1,perturbed_1,1,21122,1.0,0.0,0.5,1.677299995208159,0.158415
SYNAPSE,300,5,task_016::clean,clean,1,991,1.0,1.0,1.0,1.186900000902824,0.007432500000000001
MCP,300,5,task_016::clean,clean,1,21122,1.0,1.0,1.0,1.6331999941030517,0.158415
SYNAPSE,300,5,task_016::perturbed_0,perturbed_0,1,994,1.0,0.0,0.5,1.0922999936155975,0.007455000000000001
MCP,300,5,task_016::perturbed_0,perturbed_0,1,21122,1.0,0.0,0.2,1.6684999864082783,0.158415
SYNAPSE,300,5,task_016::perturbed_1,perturbed_1,0,987,1.0,1.0,1.0,0.9864000021480024,0.0074025
