system,T,seed,task,variant,has_tag,ctx_tokens,success,hit1,rr,latency_ms,cost_usd
SYNAPSE,10000,3,task_013::perturbed_1,perturbed_1,0,975,0.0,0.0,0.0,2.932499992311932,0.0073125
MCP,10000,3,task_013::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,2.920700004324317,5.300655000000001
SYNAPSE,10000,3,task_014::clean,clean,1,1020,1.0,1.0,1.0,14.411299998755567,0.0076500000000000005
MCP,10000,3,task_014::clean,clean,1,706754,1.0,1.0,1.0,2.8812999953515828,5.300655000000001
SYNAPSE,10000,3,task_014::perturbed_0,perturbed_0,1,1020,1.0,1.0,1.0,14.937799991457723,0.0076500000000000005
MCP,10000,3,task_014::perturbed_0,perturbed_0,1,706754,1.0,1.0,1.0,2.9771000117762014,5.300655000000001
SYNAPSE,10000,3,task_014::perturbed_1,perturbed_1,0,1016,1.0,1.0,1.0,3.744500005268492,0.007620000000000001
MCP,10000,3,task_014::perturbed_1,perturbed_1,0,706754,1.0,0.0,0.25,2.589100011391565,5.300655000000001
SYNAPSE,10000,3,task_015::clean,clean,1,994,1.0,1.0,1.0,6.726899999193847,0.007455000000000001
MCP,10000,3,task_015::clean,clean,1,706754,0.0,0.0,0.0,2.9720000020461157,5.300655000000001
SYNAPSE,10000,3,task_015::perturbed_0,perturbed_0,1,991,1.0,1.0,1.0,6.299899992882274,0.007432500000000001
MCP,10000,3,task_015::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.9735999889671803,5.300655000000001
SYNAPSE,10000,3,task_015::perturbed_1,perturbed_1,1,982,1.0,0.0,0.5,6.846199990832247,0.007365000000000001
MCP,10000,3,task_015::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.7643999967258424,5.300655000000001
SYNAPSE,10000,3,task_016::clean,clean,1,998,1.0,1.0,1.0,17.373299997416325,0.007485
MCP,10000,3,task_016::clean,clean,1,706754,0.0,0.0,0.0,3.9198999875225127,5.300655000000001
SYNAPSE,10000,3,task_016::perturbed_0,perturbed_0,1,998,1.0,1.0,1.0,12.771699999575503,0.007485
MCP,10000,3,task_016::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.180999992764555,5.300655000000001
SYNAPSE,10000,3,task_016::perturbed_1,perturbed_1,1,1007,1.0,1.0,1.0,10.396900004707277,0.0075525
MCP,10000,3,task_016::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.1076000013854355,5.300655000000001
SYNAPSE,10000,3,task_017::clean,clean,1,993,1.0,1.0,1.0,14.78779999888502,0.007447500000000001
MCP,10000,3,task_017::clean,clean,1,706754,0.0,0.0,0.0,3.4176999906776473,5.300655000000001
SYNAPSE,10000,3,task_017::perturbed_0,perturbed_0,0,990,1.0,1.0,1.0,5.702099995687604,0.007425
MCP,10000,3,task_017::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,2.678599994396791,5.300655000000001
SYNAPSE,10000,3,task_017::perturbed_1,perturbed_1,1,992,1.0,0.0,0.5,12.571200000820681,0.00744
MCP,10000,3,task_017::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.7933999992674217,5.300655000000001
SYNAPSE,10000,3,task_018::clean,clean,1,969,1.0,1.0,1.0,16.923799994401634,0.0072675000000000005
MCP,10000,3,task_018::clean,clean,1,706754,0.0,0.0,0.0,2.9242000018712133,5.300655000000001
SYNAPSE,10000,3,task_018::perturbed_0,perturbed_0,1,958,0.0,0.0,0.0,15.47160001064185,0.007185
MCP,10000,3,task_018::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.068699996219948,5.300655000000001
SYNAPSE,10000,3,task_018::perturbed_1,perturbed_1,1,969,1.0,1.0,1.0,12.734500007354654,0.0072675000000000005
MCP,10000,3,task_018::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,2.749999999650754,5.300655000000001
SYNAPSE,10000,3,task_019::clean,clean,1,971,1.0,1.0,1.0,12.114499986637384,0.007282500000000001
MCP,10000,3,task_019::clean,clean,1,706754,0.0,0.0,0.0,2.777700006845407,5.300655000000001
SYNAPSE,10000,3,task_019::perturbed_0,perturbed_0,1,679,0.0,0.0,0.0,14.508399995975196,0.005092500000000001
MCP,10000,3,task_019::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.2924999977694824,5.300655000000001
SYNAPSE,10000,3,task_019::perturbed_1,perturbed_1,1,987,1.0,1.0,1.0,12.260500006959774,0.0074025
MCP,10000,3,task_019::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,2.999400006956421,5.300655000000001
SYNAPSE,10000,3,task_020::clean,clean,1,988,1.0,1.0,1.0,6.505400000605732,0.007410000000000001
MCP,10000,3,task_020::clean,clean,1,706754,0.0,0.0,0.0,2.8654999914579093,5.300655000000001
SYNAPSE,10000,3,task_020::perturbed_0,perturbed_0,1,988,1.0,1.0,1.0,7.523899999796413,0.007410000000000001
MCP,10000,3,task_020::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.611099993577227,5.300655000000001
SYNAPSE,10000,3,task_020::perturbed_1,perturbed_1,0,976,0.0,0.0,0.0,3.3497999975224957,0.007320000000000001
MCP,10000,3,task_020::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,3.466899986960925,5.300655000000001
SYNAPSE,10000,3,task_021::clean,clean,1,985,1.0,1.0,1.0,10.248599995975383,0.007387500000000001
MCP,10000,3,task_021::clean,clean,1,706754,0.0,0.0,0.0,2.881899999920279,5.300655000000001
SYNAPSE,10000,3,task_021::perturbed_0,perturbed_0,0,983,0.0,0.0,0.0,3.3096999977715313,0.007372500000000001
MCP,10000,3,task_021::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,3.1172000017249957,5.300655000000001
SYNAPSE,10000,3,task_021::perturbed_1,perturbed_1,1,985,1.0,1.0,1.0,11.677700007567182,0.007387500000000001
MCP,10000,3,task_021::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.005899998242967,5.300655000000001
SYNAPSE,10000,3,task_022::clean,clean,1,973,1.0,1.0,1.0,11.520800006110221,0.0072975
MCP,10000,3,task_022::clean,clean,1,706754,0.0,0.0,0.0,4.2609999945852906,5.300655000000001
SYNAPSE,10000,3,task_022::perturbed_0,perturbed_0,0,969,0.0,0.0,0.0,3.245600004447624,0.0072675000000000005
MCP,10000,3,task_022::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,3.1095000013010576,5.300655000000001
SYNAPSE,10000,3,task_022::perturbed_1,perturbed_1,1,967,0.0,0.0,0.0,12.995299999602139,0.0072525
MCP,10000,3,task_022::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.6111999943386763,5.300655000000001
SYNAPSE,10000,3,task_023::clean,clean,1,982,1.0,1.0,1.0,13.402500000665896,0.007365000000000001
MCP,10000,3,task_023::clean,clean,1,706754,0.0,0.0,0.0,2.6796999882208183,5.300655000000001
SYNAPSE,10000,3,task_023::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,4.297199993743561,0.005092500000000001
MCP,10000,3,task_023::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,7.241800005431287,5.300655000000001
SYNAPSE,10000,3,task_023::perturbed_1,perturbed_1,0,978,1.0,1.0,1.0,4.533999992418103,0.007335
MCP,10000,3,task_023::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,3.173000004608184,5.300655000000001
SYNAPSE,10000,3,task_024::clean,clean,1,964,1.0,1.0,1.0,14.109000010648742,0.00723
MCP,10000,3,task_024::clean,clean,1,706754,0.0,0.0,0.0,2.8012000111630186,5.300655000000001
SYNAPSE,10000,3,task_024::perturbed_0,perturbed_0,0,972,0.0,0.0,0.0,2.926000001025386,0.0072900000000000005
MCP,10000,3,task_024::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,2.82839999999851,5.300655000000001
SYNAPSE,10000,3,task_024::perturbed_1,perturbed_1,1,964,1.0,1.0,1.0,15.190000005532056,0.00723
MCP,10000,3,task_024::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,2.824199997121468,5.300655000000001
SYNAPSE,10000,3,task_025::clean,clean,1,989,1.0,1.0,1.0,8.851600010530092,0.0074175000000000005
MCP,10000,3,task_025::clean,clean,1,706754,0.0,0.0,0.0,4.12849998974707,5.300655000000001
SYNAPSE,10000,3,task_025::perturbed_0,perturbed_0,1,994,1.0,1.0,1.0,5.894999994779937,0.007455000000000001
MCP,10000,3,task_025::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,2.7987000066787004,5.300655000000001
SYNAPSE,10000,3,task_025::perturbed_1,perturbed_1,1,996,1.0,1.0,1.0,5.747200004407205,0.007470000000000001
MCP,10000,3,task_025::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.0213999998522922,5.300655000000001
SYNAPSE,10000,3,task_026::clean,clean,1,1011,1.0,1.0,1.0,12.095999991288409,0.007582500000000001
MCP,10000,3,task_026::clean,clean,1,706754,0.0,0.0,0.0,3.9508000045316294,5.300655000000001
SYNAPSE,10000,3,task_026::perturbed_0,perturbed_0,1,1012,1.0,1.0,1.0,10.942900000372902,0.00759
MCP,10000,3,task_026::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.02689999807626,5.300655000000001
SYNAPSE,10000,3,task_026::perturbed_1,perturbed_1,0,1007,0.0,0.0,0.0,4.613900004187599,0.0075525
MCP,10000,3,task_026::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,3.271099994890392,5.300655000000001
SYNAPSE,10000,3,task_027::clean,clean,1,971,1.0,1.0,1.0,14.24570000381209,0.007282500000000001
MCP,10000,3,task_027::clean,clean,1,706754,0.0,0.0,0.0,3.1956999882822856,5.300655000000001
SYNAPSE,10000,3,task_027::perturbed_0,perturbed_0,1,965,0.0,0.0,0.0,16.31669999915175,0.007237500000000001
MCP,10000,3,task_027::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.906700003426522,5.300655000000001
SYNAPSE,10000,3,task_027::perturbed_1,perturbed_1,1,965,1.0,0.0,0.25,12.810499989427626,0.007237500000000001
MCP,10000,3,task_027::perturbed_1,perturbed_1,1,706754,0.0,0.0,0.0,3.6693000001832843,5.300655000000001
SYNAPSE,10000,3,task_028::clean,clean,1,966,1.0,1.0,1.0,14.520199998514727,0.007245000000000001
MCP,10000,3,task_028::clean,clean,1,706754,0.0,0.0,0.0,2.83060000219848,5.300655000000001
SYNAPSE,10000,3,task_028::perturbed_0,perturbed_0,0,963,0.0,0.0,0.0,2.8906999941682443,0.007222500000000001
MCP,10000,3,task_028::perturbed_0,perturbed_0,0,706754,0.0,0.0,0.0,2.5661000108812004,5.300655000000001
SYNAPSE,10000,3,task_028::perturbed_1,perturbed_1,0,968,0.0,0.0,0.0,2.993900008732453,0.007260000000000001
MCP,10000,3,task_028::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,2.888799994252622,5.300655000000001
SYNAPSE,10000,3,task_029::clean,clean,1,975,1.0,0.0,0.5,15.48719999846071,0.0073125
MCP,10000,3,task_029::clean,clean,1,706754,0.0,0.0,0.0,3.085999996983446,5.300655000000001
SYNAPSE,10000,3,task_029::perturbed_0,perturbed_0,1,977,0.0,0.0,0.0,14.537499999278225,0.007327500000000001
MCP,10000,3,task_029::perturbed_0,perturbed_0,1,706754,0.0,0.0,0.0,3.3189000096172094,5.300655000000001
SYNAPSE,10000,3,task_029::perturbed_1,perturbed_1,0,968,0.0,0.0,0.0,3.0036999960429966,0.007260000000000001
MCP,10000,3,task_029::perturbed_1,perturbed_1,0,706754,0.0,0.0,0.0,3.502199993818067,5.300655000000001
SYNAPSE,10000,4,task_000::clean,clean,1,1011,1.0,1.0,1.0,7.195600002887659,0.007582500000000001
MCP,10000,4,task_000::clean,clean,1,706487,0.0,0.0,0.0,3.29359999159351,5.2986525
SYNAPSE,10000,4,task_000::perturbed_0,perturbed_0,0,989,0.0,0.0,0.0,3.7435999984154478,0.0074175000000000005
MCP,10000,4,task_000::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.231100010452792,5.2986525
SYNAPSE,10000,4,task_000::perturbed_1,perturbed_1,1,1011,1.0,1.0,1.0,15.7753999956185,0.007582500000000001
MCP,10000,4,task_000::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,5.057000002125278,5.2986525
SYNAPSE,10000,4,task_001::clean,clean,1,989,1.0,1.0,1.0,15.9509000077378,0.0074175000000000005
MCP,10000,4,task_001::clean,clean,1,706487,0.0,0.0,0.0,3.242899998440407,5.2986525
SYNAPSE,10000,4,task_001::perturbed_0,perturbed_0,1,1002,1.0,0.0,0.5,15.340099998866208,0.007515000000000001
MCP,10000,4,task_001::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,3.3841000113170594,5.2986525
SYNAPSE,10000,4,task_001::perturbed_1,perturbed_1,1,993,1.0,1.0,1.0,16.02870000351686,0.007447500000000001
MCP,10000,4,task_001::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,4.49300000036601,5.2986525
SYNAPSE,10000,4,task_002::clean,clean,1,981,1.0,1.0,1.0,20.367299992358312,0.0073575
MCP,10000,4,task_002::clean,clean,1,706487,0.0,0.0,0.0,3.243400002247654,5.2986525
SYNAPSE,10000,4,task_002::perturbed_0,perturbed_0,0,981,0.0,0.0,0.0,3.4942999918712303,0.0073575
MCP,10000,4,task_002::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.148100004182197,5.2986525
SYNAPSE,10000,4,task_002::perturbed_1,perturbed_1,0,979,0.0,0.0,0.0,4.595400008838624,0.007342500000000001
MCP,10000,4,task_002::perturbed_1,perturbed_1,0,706487,0.0,0.0,0.0,3.6764999967999756,5.2986525
SYNAPSE,10000,4,task_003::clean,clean,1,978,1.0,1.0,1.0,17.497199994977564,0.007335
MCP,10000,4,task_003::clean,clean,1,706487,0.0,0.0,0.0,5.029899999499321,5.2986525
SYNAPSE,10000,4,task_003::perturbed_0,perturbed_0,1,976,1.0,1.0,1.0,15.723000004072674,0.007320000000000001
MCP,10000,4,task_003::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,3.046500001801178,5.2986525
SYNAPSE,10000,4,task_003::perturbed_1,perturbed_1,1,978,1.0,1.0,1.0,16.162400002940558,0.007335
MCP,10000,4,task_003::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,4.996399991796352,5.2986525
SYNAPSE,10000,4,task_004::clean,clean,1,976,1.0,1.0,1.0,18.313799999305047,0.007320000000000001
MCP,10000,4,task_004::clean,clean,1,706487,0.0,0.0,0.0,4.44190000416711,5.2986525
SYNAPSE,10000,4,task_004::perturbed_0,perturbed_0,0,970,0.0,0.0,0.0,4.417499992996454,0.007275
MCP,10000,4,task_004::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,5.3958000062266365,5.2986525
SYNAPSE,10000,4,task_004::perturbed_1,perturbed_1,1,974,1.0,1.0,1.0,12.3328999907244,0.007305000000000001
MCP,10000,4,task_004::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,2.1603000059258193,5.2986525
SYNAPSE,10000,4,task_005::clean,clean,1,998,1.0,1.0,1.0,5.764899993664585,0.007485
MCP,10000,4,task_005::clean,clean,1,706487,0.0,0.0,0.0,13.968200000817887,5.2986525
SYNAPSE,10000,4,task_005::perturbed_0,perturbed_0,0,988,0.0,0.0,0.0,5.266499996650964,0.007410000000000001
MCP,10000,4,task_005::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,5.847599997650832,5.2986525
SYNAPSE,10000,4,task_005::perturbed_1,perturbed_1,0,1001,1.0,1.0,1.0,4.332700002123602,0.0075075
MCP,10000,4,task_005::perturbed_1,perturbed_1,0,706487,0.0,0.0,0.0,5.310700013069436,5.2986525
SYNAPSE,10000,4,task_006::clean,clean,1,991,1.0,1.0,1.0,16.172799994819798,0.007432500000000001
MCP,10000,4,task_006::clean,clean,1,706487,0.0,0.0,0.0,4.136100003961474,5.2986525
SYNAPSE,10000,4,task_006::perturbed_0,perturbed_0,1,993,1.0,1.0,1.0,17.316700002993457,0.007447500000000001
MCP,10000,4,task_006::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,3.279399999883026,5.2986525
SYNAPSE,10000,4,task_006::perturbed_1,perturbed_1,1,991,1.0,1.0,1.0,18.02450000832323,0.007432500000000001
MCP,10000,4,task_006::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,7.277099997736514,5.2986525
SYNAPSE,10000,4,task_007::clean,clean,1,967,1.0,1.0,1.0,19.172600004822016,0.0072525
MCP,10000,4,task_007::clean,clean,1,706487,0.0,0.0,0.0,3.2814000005600974,5.2986525
SYNAPSE,10000,4,task_007::perturbed_0,perturbed_0,0,961,0.0,0.0,0.0,3.4967999963555485,0.0072075
MCP,10000,4,task_007::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,2.965399995446205,5.2986525
SYNAPSE,10000,4,task_007::perturbed_1,perturbed_1,1,964,1.0,1.0,1.0,19.552600002498366,0.00723
MCP,10000,4,task_007::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.615000008721836,5.2986525
SYNAPSE,10000,4,task_008::clean,clean,1,979,1.0,1.0,1.0,17.503300012322143,0.007342500000000001
MCP,10000,4,task_008::clean,clean,1,706487,0.0,0.0,0.0,5.686999997124076,5.2986525
SYNAPSE,10000,4,task_008::perturbed_0,perturbed_0,0,980,0.0,0.0,0.0,5.821500002639368,0.007350000000000001
MCP,10000,4,task_008::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.5470000002533197,5.2986525
SYNAPSE,10000,4,task_008::perturbed_1,perturbed_1,1,975,1.0,1.0,1.0,16.600999995716847,0.0073125
MCP,10000,4,task_008::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,5.813199997646734,5.2986525
SYNAPSE,10000,4,task_009::clean,clean,1,986,1.0,1.0,1.0,15.249000003677793,0.0073950000000000005
MCP,10000,4,task_009::clean,clean,1,706487,0.0,0.0,0.0,3.034800000023097,5.2986525
SYNAPSE,10000,4,task_009::perturbed_0,perturbed_0,0,983,0.0,0.0,0.0,4.775399997015484,0.007372500000000001
MCP,10000,4,task_009::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.060600007302128,5.2986525
SYNAPSE,10000,4,task_009::perturbed_1,perturbed_1,1,679,0.0,0.0,0.0,15.97530000435654,0.005092500000000001
MCP,10000,4,task_009::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.365200012922287,5.2986525
SYNAPSE,10000,4,task_010::clean,clean,1,996,1.0,1.0,1.0,7.344500001636334,0.007470000000000001
MCP,10000,4,task_010::clean,clean,1,706487,0.0,0.0,0.0,3.2095000060508028,5.2986525
SYNAPSE,10000,4,task_010::perturbed_0,perturbed_0,0,679,0.0,0.0,0.0,4.354699995019473,0.005092500000000001
MCP,10000,4,task_010::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,4.0557999891461805,5.2986525
SYNAPSE,10000,4,task_010::perturbed_1,perturbed_1,1,992,1.0,1.0,1.0,6.565500007127412,0.00744
MCP,10000,4,task_010::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.7330000050133094,5.2986525
SYNAPSE,10000,4,task_011::clean,clean,1,993,1.0,1.0,1.0,11.635599992587231,0.007447500000000001
MCP,10000,4,task_011::clean,clean,1,706487,0.0,0.0,0.0,4.949699999997392,5.2986525
SYNAPSE,10000,4,task_011::perturbed_0,perturbed_0,0,982,0.0,0.0,0.0,4.973600007360801,0.007365000000000001
MCP,10000,4,task_011::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,4.590200012899004,5.2986525
SYNAPSE,10000,4,task_011::perturbed_1,perturbed_1,1,995,1.0,0.0,0.5,22.023500001523644,0.0074625
MCP,10000,4,task_011::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,12.76260000304319,5.2986525
SYNAPSE,10000,4,task_012::clean,clean,1,989,1.0,1.0,1.0,17.703400008031167,0.0074175000000000005
MCP,10000,4,task_012::clean,clean,1,706487,0.0,0.0,0.0,3.8631000061286613,5.2986525
SYNAPSE,10000,4,task_012::perturbed_0,perturbed_0,0,984,0.0,0.0,0.0,3.7005000049248338,0.00738
MCP,10000,4,task_012::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,5.04039999214001,5.2986525
SYNAPSE,10000,4,task_012::perturbed_1,perturbed_1,1,989,1.0,1.0,1.0,17.62649999000132,0.0074175000000000005
MCP,10000,4,task_012::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.802499995799735,5.2986525
SYNAPSE,10000,4,task_013::clean,clean,1,998,1.0,1.0,1.0,16.047299999627285,0.007485
MCP,10000,4,task_013::clean,clean,1,706487,0.0,0.0,0.0,3.8349000096786767,5.2986525
SYNAPSE,10000,4,task_013::perturbed_0,perturbed_0,0,983,0.0,0.0,0.0,4.223500000080094,0.007372500000000001
MCP,10000,4,task_013::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.1294000073103234,5.2986525
SYNAPSE,10000,4,task_013::perturbed_1,perturbed_1,1,979,1.0,0.0,0.5,18.237799988128245,0.007342500000000001
MCP,10000,4,task_013::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.0679999908898026,5.2986525
SYNAPSE,10000,4,task_014::clean,clean,1,1015,1.0,1.0,1.0,18.37119999981951,0.0076125
MCP,10000,4,task_014::clean,clean,1,706487,1.0,1.0,1.0,3.4556000027805567,5.2986525
SYNAPSE,10000,4,task_014::perturbed_0,perturbed_0,1,1003,1.0,0.0,0.14285714285714285,18.931200000224635,0.0075225000000000005
MCP,10000,4,task_014::perturbed_0,perturbed_0,1,706487,1.0,0.0,0.16666666666666666,4.54919999174308,5.2986525
SYNAPSE,10000,4,task_014::perturbed_1,perturbed_1,1,1001,0.0,0.0,0.0,17.511799989733845,0.0075075
MCP,10000,4,task_014::perturbed_1,perturbed_1,1,706487,1.0,0.0,0.125,1.3013999996474013,5.2986525
SYNAPSE,10000,4,task_015::clean,clean,1,1006,1.0,1.0,1.0,13.054999988526106,0.0075450000000000005
MCP,10000,4,task_015::clean,clean,1,706487,0.0,0.0,0.0,3.620699993916787,5.2986525
SYNAPSE,10000,4,task_015::perturbed_0,perturbed_0,1,1006,1.0,1.0,1.0,8.535499990102835,0.0075450000000000005
MCP,10000,4,task_015::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,3.7714000063715503,5.2986525
SYNAPSE,10000,4,task_015::perturbed_1,perturbed_1,1,1006,1.0,1.0,1.0,7.150399993406609,0.0075450000000000005
MCP,10000,4,task_015::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,2.9614000086439773,5.2986525
SYNAPSE,10000,4,task_016::clean,clean,1,993,1.0,1.0,1.0,12.431000010110438,0.007447500000000001
MCP,10000,4,task_016::clean,clean,1,706487,0.0,0.0,0.0,3.1758999975863844,5.2986525
SYNAPSE,10000,4,task_016::perturbed_0,perturbed_0,0,1004,0.0,0.0,0.0,3.126499999780208,0.00753
MCP,10000,4,task_016::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.001399993081577,5.2986525
SYNAPSE,10000,4,task_016::perturbed_1,perturbed_1,1,993,1.0,1.0,1.0,10.013199993409216,0.007447500000000001
MCP,10000,4,task_016::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,4.9263999972026795,5.2986525
SYNAPSE,10000,4,task_017::clean,clean,1,996,1.0,1.0,1.0,17.799600012949668,0.007470000000000001
MCP,10000,4,task_017::clean,clean,1,706487,0.0,0.0,0.0,3.176399986841716,5.2986525
SYNAPSE,10000,4,task_017::perturbed_0,perturbed_0,0,993,0.0,0.0,0.0,3.1894999992800876,0.007447500000000001
MCP,10000,4,task_017::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.5059999936493114,5.2986525
SYNAPSE,10000,4,task_017::perturbed_1,perturbed_1,1,989,1.0,0.0,0.5,15.369500004453585,0.0074175000000000005
MCP,10000,4,task_017::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.4691000037128106,5.2986525
SYNAPSE,10000,4,task_018::clean,clean,1,958,1.0,1.0,1.0,10.256900000968017,0.007185
MCP,10000,4,task_018::clean,clean,1,706487,0.0,0.0,0.0,2.8922000055899844,5.2986525
SYNAPSE,10000,4,task_018::perturbed_0,perturbed_0,1,964,1.0,1.0,1.0,33.72249999665655,0.00723
MCP,10000,4,task_018::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,9.13560000481084,5.2986525
SYNAPSE,10000,4,task_018::perturbed_1,perturbed_1,1,958,1.0,1.0,1.0,15.572999996948056,0.007185
MCP,10000,4,task_018::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,6.131999994977377,5.2986525
SYNAPSE,10000,4,task_019::clean,clean,1,966,1.0,1.0,1.0,17.965499995625578,0.007245000000000001
MCP,10000,4,task_019::clean,clean,1,706487,0.0,0.0,0.0,3.7680999957956374,5.2986525
SYNAPSE,10000,4,task_019::perturbed_0,perturbed_0,1,965,1.0,1.0,1.0,17.27119999122806,0.007237500000000001
MCP,10000,4,task_019::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,3.8779000024078414,5.2986525
SYNAPSE,10000,4,task_019::perturbed_1,perturbed_1,1,976,1.0,1.0,1.0,14.764100007596426,0.007320000000000001
MCP,10000,4,task_019::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,4.315199999837205,5.2986525
SYNAPSE,10000,4,task_020::clean,clean,1,994,1.0,1.0,1.0,11.56240000273101,0.007455000000000001
MCP,10000,4,task_020::clean,clean,1,706487,0.0,0.0,0.0,6.589500000700355,5.2986525
SYNAPSE,10000,4,task_020::perturbed_0,perturbed_0,0,986,1.0,0.0,0.16666666666666666,5.819000012706965,0.0073950000000000005
MCP,10000,4,task_020::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,4.990700006601401,5.2986525
SYNAPSE,10000,4,task_020::perturbed_1,perturbed_1,0,985,1.0,0.0,0.5,7.734699989669025,0.007387500000000001
MCP,10000,4,task_020::perturbed_1,perturbed_1,0,706487,0.0,0.0,0.0,7.041499993647449,5.2986525
SYNAPSE,10000,4,task_021::clean,clean,1,991,1.0,1.0,1.0,13.131900006555952,0.007432500000000001
MCP,10000,4,task_021::clean,clean,1,706487,0.0,0.0,0.0,7.44729999860283,5.2986525
SYNAPSE,10000,4,task_021::perturbed_0,perturbed_0,1,991,1.0,1.0,1.0,18.25480000115931,0.007432500000000001
MCP,10000,4,task_021::perturbed_0,perturbed_0,1,706487,0.0,0.0,0.0,6.446100000175647,5.2986525
SYNAPSE,10000,4,task_021::perturbed_1,perturbed_1,1,991,1.0,1.0,1.0,13.632300004246645,0.007432500000000001
MCP,10000,4,task_021::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,3.604600002290681,5.2986525
SYNAPSE,10000,4,task_022::clean,clean,1,968,1.0,1.0,1.0,16.061400005128235,0.007260000000000001
MCP,10000,4,task_022::clean,clean,1,706487,0.0,0.0,0.0,4.30259999120608,5.2986525
SYNAPSE,10000,4,task_022::perturbed_0,perturbed_0,0,967,1.0,0.0,0.14285714285714285,3.7111999990884215,0.0072525
MCP,10000,4,task_022::perturbed_0,perturbed_0,0,706487,0.0,0.0,0.0,3.2213999947998673,5.2986525
SYNAPSE,10000,4,task_022::perturbed_1,perturbed_1,1,968,1.0,1.0,1.0,13.75739999639336,0.007260000000000001
MCP,10000,4,task_022::perturbed_1,perturbed_1,1,706487,0.0,0.0,0.0,2.8575000033015385,5.2986525
SYNAPSE,10000,4,task_023::clean,clean,1,957,1.0,1.0,1.0,14.126599999144673,0.007177500000000001
